id,title,severity,status,createdAt,resolvedAt,mttr,affectedServices,rootComponent,triggeredBy,resolvedBy,errorCode,customerImpact,summary,team,similarIncidents,region
INC-2493,AAD — Conditional Access Policy Loop — West US 2,Sev2,Resolved,2024-11-11T12:00:00.000Z,2024-11-11T12:53:00.000Z,53 min,svc-aad|svc-aks,comp-aadSTS,CR-9753,TSG-382,AADSTS53003,"~4,608 customers — MFA loop for enterprise tenants — users locked out",MFA loop for enterprise tenants — users locked out. Root component: comp-aadSTS. Triggered by CR-9753. Resolved using TSG-382.,team-aad,INC-1923,West US 2
INC-2607,Storage Blob — 503 Connection Pool Exhaustion — East US,Sev4,Resolved,2024-11-11T12:00:00.000Z,2024-11-11T12:07:00.000Z,7 min,svc-storage|svc-cdn,comp-storageRP,CR-9867,TSG-208,StorageConnPool-Exhausted,~499 customers — App Service tenants seeing blob 503s,App Service tenants seeing blob 503s. Root component: comp-storageRP. Triggered by CR-9867. Resolved using TSG-208.,team-storage,INC-2235|INC-1327,West US 2
INC-3621,ACR — Geo-Replication Sync Lag > 10min — UK South,Sev3,Resolved,2024-11-09T12:00:00.000Z,2024-11-09T12:27:00.000Z,27 min,svc-acr,comp-acrGeo,CR-9807,TSG-241,ACR-GeoSyncTimeout,"~4,258 customers — Cross-region image availability degraded — DR runbooks at risk",Cross-region image availability degraded — DR runbooks at risk. Root component: comp-acrGeo. Triggered by CR-9807. Resolved using TSG-241.,team-containers,INC-2522|INC-3545|INC-2807,East US
INC-1822,APIM — Rate Limit Policy Misconfiguration — East US,Sev2,Resolved,2024-11-08T12:00:00.000Z,2024-11-08T13:12:00.000Z,72 min,svc-apim|svc-lb,comp-apimGW,,TSG-248,APIM-RateLimitBreach,"~15,166 customers — High-value tenants throttled incorrectly — SLA breach",High-value tenants throttled incorrectly — SLA breach. Root component: comp-apimGW. Resolved using TSG-248.,team-net,INC-1170|INC-1099,Australia East
INC-2140,Event Hub — Namespace Quota Exceeded — East US,Sev3,Resolved,2024-11-08T12:00:00.000Z,2024-11-08T12:21:00.000Z,21 min,svc-evhub|svc-functions,comp-evhubNS,CR-9879,TSG-288,QuotaExceeded-NamespaceUnits,"~2,360 customers — New connections rejected — active producers failing",New connections rejected — active producers failing. Root component: comp-evhubNS. Triggered by CR-9879. Resolved using TSG-288.,team-msg,INC-1116|INC-1961,Japan East
INC-3061,Storage RP — Throttling on PUT Operations — Australia East,Sev3,Resolved,2024-11-07T12:00:00.000Z,2024-11-07T12:17:00.000Z,17 min,svc-storage|svc-logicapps|svc-appSvc,comp-storageRP,CR-9759,TSG-208,ThrottlingError-429,"~3,267 customers — Batch upload jobs failing with throttle errors",Batch upload jobs failing with throttle errors. Root component: comp-storageRP. Triggered by CR-9759. Resolved using TSG-208.,team-storage,INC-3005|INC-2654|INC-1561,Australia East
INC-3253,Storage Frontend — Nginx Worker OOM — West US 2,Sev0,Resolved,2024-11-06T12:00:00.000Z,2024-11-06T19:53:00.000Z,473 min,svc-storage|svc-keyvault|svc-functions,comp-storageFE,,TSG-441,OOMKiller-nginx,"~421,348 customers — Storage frontend crashes — intermittent 502s",Storage frontend crashes — intermittent 502s. Root component: comp-storageFE. Resolved using TSG-441.,team-storage,INC-3156|INC-1782,Southeast Asia
INC-3308,Service Bus — Dead-Letter Queue Overflow — East US 2,Sev3,Resolved,2024-11-06T12:00:00.000Z,2024-11-06T12:23:00.000Z,23 min,svc-svcbus|svc-keyvault|svc-monitor,comp-svcbusNS,CR-9909,TSG-258,ServiceBus-DLQOverflow,"~4,758 customers — Poison messages blocking topic subscriptions — workflows stalled",Poison messages blocking topic subscriptions — workflows stalled. Root component: comp-svcbusNS. Triggered by CR-9909. Resolved using TSG-258.,team-msg,INC-1438|INC-1695|INC-3033,North EU
INC-1976,Service Bus — Namespace Throttling — East US 2,Sev3,Resolved,2024-11-05T12:00:00.000Z,2024-11-05T12:26:00.000Z,26 min,svc-svcbus|svc-keyvault,comp-svcbusBroker,,TSG-258,ServiceBus-ThrottlingError,"~3,497 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Resolved using TSG-258.,team-msg,INC-1954|INC-1023|INC-1347,North EU
INC-2061,ACR — Image Pull Failures East US — North EU,Sev3,Resolved,2024-11-05T12:00:00.000Z,2024-11-05T12:19:00.000Z,19 min,svc-acr|svc-aks,comp-acrRegistry,CR-9903,TSG-241,ACR-ManifestNotFound,"~2,443 customers — AKS pods failing to pull images — deployment rollouts blocked",AKS pods failing to pull images — deployment rollouts blocked. Root component: comp-acrRegistry. Triggered by CR-9903. Resolved using TSG-241.,team-containers,INC-1947,Southeast Asia
INC-2990,CDN — Cache Purge Propagation Delay — East US,Sev4,Resolved,2024-11-05T12:00:00.000Z,2024-11-05T12:29:00.000Z,29 min,svc-cdn,comp-cdnPOP,CR-9819,TSG-288,CDN-PurgeTimeout,~145 customers — Stale content served after deployment — 5% of users seeing old UI,Stale content served after deployment — 5% of users seeing old UI. Root component: comp-cdnPOP. Triggered by CR-9819. Resolved using TSG-288.,team-net,INC-2618,North EU
INC-2571,Key Vault — Access Policy Propagation Delay — East US 2,Sev4,Resolved,2024-11-04T12:00:00.000Z,2024-11-04T12:26:00.000Z,26 min,svc-keyvault|svc-appSvc,comp-kvRP,,,Forbidden-403,~130 customers — New app identities unable to access secrets after RBAC grant,New app identities unable to access secrets after RBAC grant. Root component: comp-kvRP.,team-sec,,West US 2
INC-1773,Functions — Scale-Out Failure on Burst — Australia East,Sev1,Resolved,2024-11-03T12:00:00.000Z,2024-11-03T14:04:00.000Z,124 min,svc-functions,comp-funcScaler,,TSG-265,Functions-ScaleOutFailed,"~90,938 customers — Event queue backlog growing — SLA breach in 15min",Event queue backlog growing — SLA breach in 15min. Root component: comp-funcScaler. Resolved using TSG-265.,team-apps,INC-1512,North EU
INC-1866,Key Vault — Secret Rotation Failure — Southeast Asia,Sev2,Resolved,2024-11-03T12:00:00.000Z,2024-11-03T13:17:00.000Z,77 min,svc-keyvault,comp-kvRP,,TSG-255,SecretRotationFailed,"~10,626 customers — Automated secret rotation stalled — expiry risk",Automated secret rotation stalled — expiry risk. Root component: comp-kvRP. Resolved using TSG-255.,team-sec,INC-1400|INC-1617,Japan East
INC-2420,Azure DevOps — Git Push Timeout — West US 2,Sev2,Resolved,2024-11-03T12:00:00.000Z,2024-11-03T13:26:00.000Z,86 min,svc-ado|svc-acr,comp-adoGit,CR-9774,,GitPackTimeout,"~17,991 customers — Large repo pushes timing out — developers blocked",Large repo pushes timing out — developers blocked. Root component: comp-adoGit. Triggered by CR-9774.,team-ado,INC-1181|INC-2270,North EU
INC-1586,Azure DevOps — Pipeline Execution Failures — East US,Sev3,Active,2024-11-02T11:00:00.000Z,,,svc-ado|svc-sql,comp-adoPipeline,CR-9867,TSG-234,PipelineAgentUnreachable,"~3,967 customers — CI/CD pipelines queued — no available agents",CI/CD pipelines queued — no available agents. Root component: comp-adoPipeline. Triggered by CR-9867. Resolved using TSG-234.,team-ado,INC-1065,UK South
INC-1421,App Service — Autoscale Not Triggering — West US 2,Sev3,Active,2024-10-31T11:00:00.000Z,,,svc-appSvc,comp-appPlan,,,AutoscaleDecisionDelay,~536 customers — Traffic spike absorbing all instances — high error rate,Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan.,team-apps,INC-1201,East US 2
INC-1536,Logic Apps — Connector Timeout on Large Payload — East US 2,Sev3,Resolved,2024-10-31T11:00:00.000Z,2024-10-31T11:52:00.000Z,52 min,svc-logicapps|svc-storage,comp-logicEngine,CR-9774,,LogicApps-PayloadOverflow,"~4,278 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9774.,team-apps,INC-1017,East US
INC-1411,Azure Storage Latency Spike — North EU,Sev4,Resolved,2024-10-30T11:00:00.000Z,2024-10-30T11:28:00.000Z,28 min,svc-storage|svc-functions,comp-storageRP,,TSG-208,StorageRequestFailed-503,~74 customers — Elevated blob read latency P99 > 4s,Elevated blob read latency P99 > 4s. Root component: comp-storageRP. Resolved using TSG-208.,team-storage,INC-1138,West US 2
INC-2339,AAD — Conditional Access Policy Loop — UK South,Sev0,Mitigating,2024-10-30T11:00:00.000Z,,,svc-aad|svc-appSvc,comp-aadSTS,CR-9918,,AADSTS53003,"~302,762 customers — MFA loop for enterprise tenants — users locked out",MFA loop for enterprise tenants — users locked out. Root component: comp-aadSTS. Triggered by CR-9918.,team-aad,INC-1897|INC-1279,Southeast Asia
INC-2678,Key Vault — Access Policy Propagation Delay — Japan East,Sev4,Resolved,2024-10-30T11:00:00.000Z,2024-10-30T11:23:00.000Z,23 min,svc-keyvault|svc-storage|svc-appSvc,comp-kvRP,CR-9765,TSG-255,Forbidden-403,~406 customers — New app identities unable to access secrets after RBAC grant,New app identities unable to access secrets after RBAC grant. Root component: comp-kvRP. Triggered by CR-9765. Resolved using TSG-255.,team-sec,INC-1013|INC-1449,UK South
INC-3532,ADO — Artifact Feed Unavailable — North EU,Sev2,Resolved,2024-10-30T11:00:00.000Z,2024-10-30T12:18:00.000Z,78 min,svc-ado,comp-adoPipeline,CR-9909,TSG-234,NuGet-503,"~3,984 customers — Package restore failures blocking all builds",Package restore failures blocking all builds. Root component: comp-adoPipeline. Triggered by CR-9909. Resolved using TSG-234.,team-ado,INC-3377,West US 2
INC-1526,Service Bus — Session Lock Expiry Storm — Japan East,Sev2,Resolved,2024-10-29T11:00:00.000Z,2024-10-29T11:34:00.000Z,34 min,svc-svcbus|svc-logicapps,comp-svcbusBroker,CR-9831,TSG-258,ServiceBus-SessionLockLost,"~20,412 customers — Competing consumers stealing sessions — duplicate processing risk",Competing consumers stealing sessions — duplicate processing risk. Root component: comp-svcbusBroker. Triggered by CR-9831. Resolved using TSG-258.,team-msg,INC-1144,West US 2
INC-1381,Azure DevOps — Git Push Timeout — North EU,Sev3,Resolved,2024-10-28T11:00:00.000Z,2024-10-28T11:44:00.000Z,44 min,svc-ado|svc-sql,comp-adoGit,CR-9927,TSG-234,GitPackTimeout,"~1,803 customers — Large repo pushes timing out — developers blocked",Large repo pushes timing out — developers blocked. Root component: comp-adoGit. Triggered by CR-9927. Resolved using TSG-234.,team-ado,INC-1363,East US
INC-3742,AKS — Upgrade Version Skew Crash — Southeast Asia,Sev0,Resolved,2024-10-28T11:00:00.000Z,2024-10-28T15:06:00.000Z,246 min,svc-aks|svc-keyvault|svc-aad,comp-aksCP,CR-9867,TSG-301,AKS-VersionSkewError,"~401,914 customers — Mixed node versions causing scheduler failures",Mixed node versions causing scheduler failures. Root component: comp-aksCP. Triggered by CR-9867. Resolved using TSG-301.,team-containers,INC-3617|INC-1363|INC-2571,North EU
INC-3300,CDN — Cache Purge Propagation Delay — West US 2,Sev2,Mitigating,2024-10-27T11:00:00.000Z,,,svc-cdn|svc-storage,comp-cdnPOP,,TSG-288,CDN-PurgeTimeout,"~9,897 customers — Stale content served after deployment — 5% of users seeing old UI",Stale content served after deployment — 5% of users seeing old UI. Root component: comp-cdnPOP. Resolved using TSG-288.,team-net,INC-1494,West US 2
INC-1804,AKS — Upgrade Version Skew Crash — East US 2,Sev3,Mitigating,2024-10-26T11:00:00.000Z,,,svc-aks|svc-lb,comp-aksCP,CR-9870,TSG-301,AKS-VersionSkewError,"~1,992 customers — Mixed node versions causing scheduler failures",Mixed node versions causing scheduler failures. Root component: comp-aksCP. Triggered by CR-9870. Resolved using TSG-301.,team-containers,INC-1573|INC-1052,East US 2
INC-1995,AAD — SAML Token Signing Failure — Japan East,Sev1,Resolved,2024-10-26T11:00:00.000Z,2024-10-26T12:39:00.000Z,99 min,svc-aad,comp-aadSTS,,TSG-382,AADSTS700012,"~85,432 customers — SAML-based SSO broken for federated tenants",SAML-based SSO broken for federated tenants. Root component: comp-aadSTS. Resolved using TSG-382.,team-aad,INC-1194,Southeast Asia
INC-2807,Cosmos DB — Replication Lag > 5s — West US 2,Sev2,Resolved,2024-10-26T11:00:00.000Z,2024-10-26T11:44:00.000Z,44 min,svc-cosmos|svc-aad,comp-cosmosRU,CR-9912,,CosmosDB-ConsistencyViolation,"~17,006 customers — Multi-region reads returning stale data — financial integrity risk",Multi-region reads returning stale data — financial integrity risk. Root component: comp-cosmosRU. Triggered by CR-9912.,team-cosmos,INC-1684,Australia East
INC-3536,Cosmos DB — Index Policy Rebuild Timeout — West US 2,Sev4,Resolved,2024-10-26T11:00:00.000Z,2024-10-26T11:14:00.000Z,14 min,svc-cosmos|svc-appSvc,comp-cosmosRU,CR-9801,TSG-309,CosmosDB-IndexBuildTimeout,~322 customers — Queries returning full scans — 100× latency increase,Queries returning full scans — 100× latency increase. Root component: comp-cosmosRU. Triggered by CR-9801. Resolved using TSG-309.,team-cosmos,INC-1003|INC-1897,UK South
INC-2898,Functions — Cold Start Spike > 30s — UK South,Sev2,Active,2024-10-25T11:00:00.000Z,,,svc-functions|svc-aad,comp-funcHost,,TSG-265,Functions-ColdStartTimeout,"~23,063 customers — First invocations timing out — event-driven workflows stalling",First invocations timing out — event-driven workflows stalling. Root component: comp-funcHost. Resolved using TSG-265.,team-apps,INC-1750|INC-1811|INC-2178,UK South
INC-1347,App Service — Autoscale Not Triggering — Southeast Asia,Sev2,Resolved,2024-10-24T11:00:00.000Z,2024-10-24T12:26:00.000Z,86 min,svc-appSvc,comp-appPlan,,TSG-271,AutoscaleDecisionDelay,"~4,218 customers — Traffic spike absorbing all instances — high error rate",Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan. Resolved using TSG-271.,team-apps,,Australia East
INC-2978,Service Bus — Namespace Throttling — West US 2,Sev0,Resolved,2024-10-23T11:00:00.000Z,2024-10-23T14:59:00.000Z,239 min,svc-svcbus|svc-monitor,comp-svcbusBroker,,TSG-258,ServiceBus-ThrottlingError,"~164,871 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Resolved using TSG-258.,team-msg,,Japan East
INC-3005,ACR — Geo-Replication Sync Lag > 10min — North EU,Sev3,Resolved,2024-10-23T11:00:00.000Z,2024-10-23T11:57:00.000Z,57 min,svc-acr,comp-acrGeo,CR-9900,,ACR-GeoSyncTimeout,"~2,360 customers — Cross-region image availability degraded — DR runbooks at risk",Cross-region image availability degraded — DR runbooks at risk. Root component: comp-acrGeo. Triggered by CR-9900.,team-containers,INC-2990|INC-1363|INC-1295,Japan East
INC-1059,Key Vault — Certificate Auto-Renewal Stuck — East US 2,Sev2,Resolved,2024-10-21T11:00:00.000Z,2024-10-21T11:47:00.000Z,47 min,svc-keyvault|svc-appSvc|svc-aad,comp-kvHSM,,TSG-255,CertRenewalFailed,"~5,469 customers — SSL certificates nearing expiry — manual intervention needed",SSL certificates nearing expiry — manual intervention needed. Root component: comp-kvHSM. Resolved using TSG-255.,team-sec,INC-3488,Southeast Asia
INC-3377,Azure AD — Auth Token Issuance Failures — Southeast Asia,Sev2,Resolved,2024-10-20T11:00:00.000Z,2024-10-20T11:20:00.000Z,20 min,svc-aad,comp-aadSTS,CR-9774,,AADSTS700016,"~11,826 customers — SSO failures across M365 and Azure Portal",SSO failures across M365 and Azure Portal. Root component: comp-aadSTS. Triggered by CR-9774.,team-aad,INC-2440,Australia East
INC-1321,LB — Backend Pool Drain During Deployment — Southeast Asia,Sev3,Active,2024-10-19T11:00:00.000Z,,,svc-lb|svc-appSvc|svc-aks,comp-lbBackend,,,LB-BackendDrainTimeout,"~1,714 customers — Zero-downtime deployment stalled — old pods receiving traffic",Zero-downtime deployment stalled — old pods receiving traffic. Root component: comp-lbBackend.,team-net,,UK South
INC-2005,Logic Apps — Connector Timeout on Large Payload — Japan East,Sev2,Resolved,2024-10-19T11:00:00.000Z,2024-10-19T11:54:00.000Z,54 min,svc-logicapps|svc-svcbus,comp-logicEngine,CR-9777,TSG-214,LogicApps-PayloadOverflow,"~29,857 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9777. Resolved using TSG-214.,team-apps,,East US 2
INC-1795,ACR — Push Rate Limit Exceeded — UK South,Sev2,Resolved,2024-10-18T11:00:00.000Z,2024-10-18T12:18:00.000Z,78 min,svc-acr|svc-ado,comp-acrRegistry,CR-9819,TSG-241,ACR-RateLimitExceeded,"~3,943 customers — CI pipeline image pushes rejected — build artifacts lost",CI pipeline image pushes rejected — build artifacts lost. Root component: comp-acrRegistry. Triggered by CR-9819. Resolved using TSG-241.,team-containers,INC-1207|INC-1701|INC-1201,Southeast Asia
INC-2314,Monitor — Log Analytics Ingestion Lag — West US 2,Sev4,Resolved,2024-10-18T11:00:00.000Z,2024-10-18T11:22:00.000Z,22 min,svc-monitor|svc-svcbus,comp-logAnalytics,CR-9771,,IngestionLag,~399 customers — Dashboards showing stale data — oncall missing signals,Dashboards showing stale data — oncall missing signals. Root component: comp-logAnalytics. Triggered by CR-9771.,team-obs,INC-2090|INC-1170|INC-1604,West US 2
INC-2702,Monitor — Log Analytics Ingestion Lag — West US 2,Sev2,Resolved,2024-10-18T11:00:00.000Z,2024-10-18T12:22:00.000Z,82 min,svc-monitor|svc-evhub|svc-storage,comp-logAnalytics,,,IngestionLag,"~23,608 customers — Dashboards showing stale data — oncall missing signals",Dashboards showing stale data — oncall missing signals. Root component: comp-logAnalytics.,team-obs,INC-1456,West US 2
INC-3691,ACR — Image Pull Failures East US — Southeast Asia,Sev4,Resolved,2024-10-18T11:00:00.000Z,2024-10-18T11:23:00.000Z,23 min,svc-acr|svc-aks,comp-acrRegistry,,TSG-241,ACR-ManifestNotFound,~183 customers — AKS pods failing to pull images — deployment rollouts blocked,AKS pods failing to pull images — deployment rollouts blocked. Root component: comp-acrRegistry. Resolved using TSG-241.,team-containers,,UK South
INC-1463,SQL Gateway — Memory Pressure OOM — East US,Sev4,Resolved,2024-10-17T11:00:00.000Z,2024-10-17T11:26:00.000Z,26 min,svc-sql|svc-appSvc,comp-sqlGW,CR-9795,TSG-319,SQLGateway-OOM,~244 customers — Gateway process crash — connection reset on all clients,Gateway process crash — connection reset on all clients. Root component: comp-sqlGW. Triggered by CR-9795. Resolved using TSG-319.,team-sql,INC-1073|INC-1013|INC-1347,Japan East
INC-1377,APIM Gateway — Backend Circuit Breaker Open — UK South,Sev2,Resolved,2024-10-16T11:00:00.000Z,2024-10-16T11:32:00.000Z,32 min,svc-apim,comp-apimGW,CR-9891,TSG-248,APIM-BackendUnhealthy,"~28,066 customers — All API traffic failing with 503 — 100% error rate",All API traffic failing with 503 — 100% error rate. Root component: comp-apimGW. Triggered by CR-9891. Resolved using TSG-248.,team-net,INC-1013|INC-1156,West US 2
INC-1947,Event Hub — Partition Rebalancing Storm — Japan East,Sev4,Mitigating,2024-10-16T11:00:00.000Z,,,svc-evhub|svc-keyvault|svc-monitor,comp-evhubNS,CR-9930,TSG-288,PartitionRebalanceTimeout,~309 customers — Consumer disconnections during namespace scale-up,Consumer disconnections during namespace scale-up. Root component: comp-evhubNS. Triggered by CR-9930. Resolved using TSG-288.,team-msg,INC-1479,UK South
INC-2774,Azure App Service — Worker Process Crashes — Australia East,Sev4,Active,2024-10-16T11:00:00.000Z,,,svc-appSvc,comp-appPlan,CR-9783,TSG-271,WorkerProcess-5xx,~280 customers — Web apps returning 5xx — worker recycling loop,Web apps returning 5xx — worker recycling loop. Root component: comp-appPlan. Triggered by CR-9783. Resolved using TSG-271.,team-apps,INC-1381|INC-2270,East US 2
INC-2447,Azure SQL — Replication Lag > 30s — East US 2,Sev3,Resolved,2024-10-15T11:00:00.000Z,2024-10-15T11:57:00.000Z,57 min,svc-sql|svc-appSvc,comp-sqlEngine,CR-9798,TSG-319,SQLReplicationLag,"~2,391 customers — Read replicas serving stale data — reporting discrepancies",Read replicas serving stale data — reporting discrepancies. Root component: comp-sqlEngine. Triggered by CR-9798. Resolved using TSG-319.,team-sql,,East US 2
INC-2815,MS Graph API — Throttling Cascade — Southeast Asia,Sev3,Resolved,2024-10-15T11:00:00.000Z,2024-10-15T11:10:00.000Z,10 min,svc-aad|svc-appSvc,comp-aadGraph,CR-9840,,429 TooManyRequests,"~1,316 customers — Graph API calls throttled — downstream apps failing",Graph API calls throttled — downstream apps failing. Root component: comp-aadGraph. Triggered by CR-9840.,team-aad,,UK South
INC-1479,Service Bus — Namespace Throttling — UK South,Sev2,Resolved,2024-10-14T11:00:00.000Z,2024-10-14T12:14:00.000Z,74 min,svc-svcbus|svc-keyvault,comp-svcbusBroker,CR-9846,,ServiceBus-ThrottlingError,"~1,851 customers — Message send rate capped — order processing queued",Message send rate capped — order processing queued. Root component: comp-svcbusBroker. Triggered by CR-9846.,team-msg,,Australia East
INC-1636,ACR — Geo-Replication Sync Lag > 10min — East US,Sev1,Resolved,2024-10-14T11:00:00.000Z,2024-10-14T13:07:00.000Z,127 min,svc-acr,comp-acrGeo,,TSG-241,ACR-GeoSyncTimeout,"~99,771 customers — Cross-region image availability degraded — DR runbooks at risk",Cross-region image availability degraded — DR runbooks at risk. Root component: comp-acrGeo. Resolved using TSG-241.,team-containers,,UK South
INC-2833,AKS — Control Plane API Server Unavailable — East US 2,Sev3,Resolved,2024-10-12T11:00:00.000Z,2024-10-12T11:52:00.000Z,52 min,svc-aks,comp-aksCP,CR-9846,TSG-301,AKS-APIServerTimeout,"~4,539 customers — kubectl commands timing out — deployments and rollbacks frozen",kubectl commands timing out — deployments and rollbacks frozen. Root component: comp-aksCP. Triggered by CR-9846. Resolved using TSG-301.,team-containers,INC-2565|INC-1662|INC-1512,Australia East
INC-1547,App Service — Autoscale Not Triggering — Australia East,Sev3,Resolved,2024-10-11T11:00:00.000Z,2024-10-11T11:49:00.000Z,49 min,svc-appSvc|svc-storage|svc-cosmos,comp-appPlan,,TSG-271,AutoscaleDecisionDelay,~372 customers — Traffic spike absorbing all instances — high error rate,Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan. Resolved using TSG-271.,team-apps,INC-1400|INC-3012|INC-1188,UK South
INC-1653,Azure DevOps — Test Runner Memory Leak — East US 2,Sev2,Active,2024-10-11T11:00:00.000Z,,,svc-ado|svc-storage|svc-acr,comp-adoPipeline,CR-9828,TSG-234,TestAgent-OOM,"~27,626 customers — Test pipeline agents crashing mid-run — flaky test signals",Test pipeline agents crashing mid-run — flaky test signals. Root component: comp-adoPipeline. Triggered by CR-9828. Resolved using TSG-234.,team-ado,INC-1153|INC-1170,Southeast Asia
INC-2184,Azure SQL — TLS Handshake Timeout Cascade — Japan East,Sev2,Resolved,2024-10-11T11:00:00.000Z,2024-10-11T12:10:00.000Z,70 min,svc-sql,comp-sqlGW,,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,"~1,126 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion",CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Resolved using TSG-319.,team-sql,,East US
INC-2392,AAD STS — Certificate Chain Mismatch — UK South,Sev3,Resolved,2024-10-11T11:00:00.000Z,2024-10-11T11:11:00.000Z,11 min,svc-aad|svc-aks|svc-redis,comp-aadSTS,,TSG-195,AADSTS700027,"~2,534 customers — Token signing validation failures — 23% of auth requests rejected",Token signing validation failures — 23% of auth requests rejected. Root component: comp-aadSTS. Resolved using TSG-195.,team-aad,INC-1961|INC-1614,West US 2
INC-1167,Azure Event Hub — Throughput Degradation — East US 2,Sev3,Resolved,2024-10-10T11:00:00.000Z,2024-10-10T11:38:00.000Z,38 min,svc-evhub|svc-monitor,comp-evhubNS,CR-9786,TSG-288,EventHubThrottlingException,"~2,260 customers — Consumer group lag accumulating — message delivery delay >90s",Consumer group lag accumulating — message delivery delay >90s. Root component: comp-evhubNS. Triggered by CR-9786. Resolved using TSG-288.,team-msg,INC-2901|INC-1116,West US 2
INC-3325,Azure LB — SNAT Port Exhaustion — Australia East,Sev4,Resolved,2024-10-08T11:00:00.000Z,2024-10-08T11:16:00.000Z,16 min,svc-lb|svc-apim,comp-lbFrontend,CR-9858,,LB-SNATPortExhausted,~476 customers — Outbound connections failing — AKS pods unable to reach internet,Outbound connections failing — AKS pods unable to reach internet. Root component: comp-lbFrontend. Triggered by CR-9858.,team-net,INC-2971,West US 2
INC-1832,ACR — Push Rate Limit Exceeded — North EU,Sev4,Resolved,2024-10-07T11:00:00.000Z,2024-10-07T11:16:00.000Z,16 min,svc-acr|svc-aks,comp-acrRegistry,,TSG-241,ACR-RateLimitExceeded,~317 customers — CI pipeline image pushes rejected — build artifacts lost,CI pipeline image pushes rejected — build artifacts lost. Root component: comp-acrRegistry. Resolved using TSG-241.,team-containers,INC-1575|INC-1327|INC-1188,UK South
INC-2627,AKS — Upgrade Version Skew Crash — Southeast Asia,Sev3,Resolved,2024-10-07T11:00:00.000Z,2024-10-07T11:50:00.000Z,50 min,svc-aks|svc-lb,comp-aksCP,CR-9906,TSG-301,AKS-VersionSkewError,"~2,375 customers — Mixed node versions causing scheduler failures",Mixed node versions causing scheduler failures. Root component: comp-aksCP. Triggered by CR-9906. Resolved using TSG-301.,team-containers,INC-1065,East US 2
INC-1037,Azure AD — Auth Token Issuance Failures — Southeast Asia,Sev4,Resolved,2024-10-05T11:00:00.000Z,2024-10-05T11:26:00.000Z,26 min,svc-aad|svc-keyvault,comp-aadSTS,CR-9921,TSG-382,AADSTS700016,~10 customers — SSO failures across M365 and Azure Portal,SSO failures across M365 and Azure Portal. Root component: comp-aadSTS. Triggered by CR-9921. Resolved using TSG-382.,team-aad,INC-3012,East US
INC-1108,Logic Apps — Trigger Recurrence Drift — West US 2,Sev2,Resolved,2024-10-05T11:00:00.000Z,2024-10-05T11:20:00.000Z,20 min,svc-logicapps|svc-svcbus,comp-logicEngine,,,LogicApps-RecurrenceDrift,"~2,825 customers — Scheduled workflows running late by up to 45min",Scheduled workflows running late by up to 45min. Root component: comp-logicEngine.,team-apps,,Japan East
INC-3491,Functions — Scale-Out Failure on Burst — East US 2,Sev2,Active,2024-10-05T11:00:00.000Z,,,svc-functions,comp-funcScaler,,,Functions-ScaleOutFailed,"~29,771 customers — Event queue backlog growing — SLA breach in 15min",Event queue backlog growing — SLA breach in 15min. Root component: comp-funcScaler.,team-apps,INC-2602|INC-1295,Southeast Asia
INC-2742,Monitor — Log Analytics Ingestion Lag — West US 2,Sev3,Active,2024-10-04T11:00:00.000Z,,,svc-monitor,comp-logAnalytics,CR-9882,,IngestionLag,"~1,140 customers — Dashboards showing stale data — oncall missing signals",Dashboards showing stale data — oncall missing signals. Root component: comp-logAnalytics. Triggered by CR-9882.,team-obs,,Southeast Asia
INC-3094,Azure Monitor — Alert Processing Delay > 10min — UK South,Sev1,Active,2024-10-04T11:00:00.000Z,,,svc-monitor|svc-aks,comp-monAlert,,TSG-221,AlertEvalBacklog,"~86,745 customers — Critical alerts firing 10-45min late — SLO at risk",Critical alerts firing 10-45min late — SLO at risk. Root component: comp-monAlert. Resolved using TSG-221.,team-obs,INC-1393|INC-2032,UK South
INC-1295,Redis Gateway — Connection Pool Exhaustion — UK South,Sev0,Resolved,2024-10-03T11:00:00.000Z,2024-10-03T14:05:00.000Z,185 min,svc-redis,comp-redisGW,,TSG-279,Redis-ConnPool-Exhausted,"~385,321 customers — App connections queued — latency spike P99 > 2s",App connections queued — latency spike P99 > 2s. Root component: comp-redisGW. Resolved using TSG-279.,team-cache,INC-1037|INC-1257,East US
INC-1520,Functions — Cold Start Spike > 30s — North EU,Sev3,Resolved,2024-10-03T11:00:00.000Z,2024-10-03T11:53:00.000Z,53 min,svc-functions|svc-evhub,comp-funcHost,CR-9771,,Functions-ColdStartTimeout,~308 customers — First invocations timing out — event-driven workflows stalling,First invocations timing out — event-driven workflows stalling. Root component: comp-funcHost. Triggered by CR-9771.,team-apps,INC-1347|INC-1059|INC-1213,East US 2
